,0,1,2,3
0,"(('metformin - Steady', 'glipizide - Steady', 'gender - Female'), ('readmitted - 1',))",0.92972972973,0.0207362160424,1.02518698075
1,"(('age - [70-80)', 'insulin - Steady', 'gender - Female', 'race - Caucasian'), ('readmitted - 1',))",0.885505481121,0.0292155601993,0.976422138175
2,"(('gender - Female', 'age - [40-50)', 'insulin - Down'), ('readmitted - 1',))",0.878594249201,0.0110512779296,0.968801315954
3,"(('insulin - Steady', 'race - Unknown'), ('readmitted - 1',))",0.907356948229,0.0133820929111,1.00051714006
4,"(('insulin - Steady', 'age - [50-60)', 'race - Caucasian', 'gender - Female'), ('readmitted - 1',))",0.913846153846,0.0238707603279,1.00767260568
5,"(('metformin - Steady', 'insulin - Steady', 'gender - Female', 'race - AfricanAmerican'), ('readmitted - 1',))",0.912087912088,0.0100064298344,1.00573384164
6,"(('metformin - Steady', 'glipizide - Steady', 'age - [50-60)'), ('readmitted - 1',))",0.934065934066,0.0102475486256,1.02996839205
7,"(('gender - Female', 'race - AfricanAmerican'), ('readmitted - 1',))",0.912145499383,0.118911750522,1.00579734155
8,"(('insulin - Up', 'age - [40-50)'), ('readmitted - 1',))",0.918518518519,0.0199324867385,1.01282469158
9,"(('gender - Male', 'insulin - Steady', 'age - [40-50)'), ('readmitted - 1',))",0.918586789555,0.0240315061887,1.01289997214
10,"(('age - [60-70)', 'insulin - Steady', 'gender - Female'), ('readmitted - 1',))",0.899315738025,0.0369715479826,0.991650322374
11,"(('metformin - Up',), ('readmitted - 1',))",0.934497816594,0.017199807105,1.03044461684
12,"(('rosiglitazone - Steady', 'race - Caucasian'), ('readmitted - 1',))",0.908669755129,0.0551760167176,1.00196473553
13,"(('age - [40-50)', 'insulin - Down'), ('readmitted - 1',))",0.897832817337,0.0233081498151,0.990015147189
14,"(('gender - Male', 'age - [60-70)', 'insulin - Down'), ('readmitted - 1',))",0.88219895288,0.0135428387719,0.972776121924
15,"(('age - [70-80)', 'gender - Female'), ('readmitted - 1',))",0.888310787374,0.102917537373,0.979515470954
16,"(('pioglitazone - Steady', 'gender - Female'), ('readmitted - 1',))",0.902183406114,0.0415126185501,0.994812419805
17,"(('rosiglitazone - Steady', 'age - [50-60)'), ('readmitted - 1',))",0.936344969199,0.0183250281305,1.03248142037
18,"(('glyburide - Steady', 'age - [50-60)'), ('readmitted - 1',))",0.933586337761,0.0197717408777,1.02943955461
19,"(('age - [40-50)', 'race - AfricanAmerican'), ('readmitted - 1',))",0.923913043478,0.0341584954187,1.01877308344
20,"(('gender - Male', 'age - [60-70)', 'pioglitazone - Steady'), ('readmitted - 1',))",0.912621359223,0.011332583186,1.00632205889
21,"(('glipizide - Steady', 'age - [50-60)'), ('readmitted - 1',))",0.928859060403,0.0278090339174,1.02422691802
22,"(('age - [80-90)', 'gender - Female'), ('readmitted - 1',))",0.877551020408,0.0622086481273,0.967650976729
23,"(('metformin - Steady', 'gender - Female', 'race - AfricanAmerican'), ('readmitted - 1',))",0.920595533499,0.0298183571773,1.01511495793
24,"(('pioglitazone - Steady',), ('readmitted - 1',))",0.909657320872,0.0821411348658,1.00305369666
25,"(('metformin - Steady', 'age - [50-60)', 'gender - Female'), ('readmitted - 1',))",0.921914357683,0.0294164925253,1.01656918849
26,"(('rosiglitazone - Steady', 'insulin - Steady', 'gender - Female'), ('readmitted - 1',))",0.917378917379,0.0129400417939,1.01156808526
27,"(('age - [50-60)', 'race - Caucasian', 'insulin - Down'), ('readmitted - 1',))",0.891941391941,0.0195708085517,0.98351883711
28,"(('age - [70-80)', 'insulin - Steady', 'gender - Female'), ('readmitted - 1',))",0.888793103448,0.0414322456197,0.980047307405
29,"(('age - [80-90)', 'race - Caucasian', 'gender - Female'), ('readmitted - 1',))",0.870830376153,0.0493087927986,0.960240310196
30,"(('glimepiride - Steady', 'age - [60-70)'), ('readmitted - 1',))",0.913312693498,0.0118550072336,1.00708437387
31,"(('metformin - Steady', 'age - [50-60)', 'race - AfricanAmerican'), ('readmitted - 1',))",0.929971988796,0.0133419064459,1.02545411305
32,"(('metformin - Steady', 'age - [70-80)', 'gender - Female'), ('readmitted - 1',))",0.90438247012,0.0273669828002,0.997237266205
33,"(('metformin - Steady', 'pioglitazone - Steady', 'gender - Female'), ('readmitted - 1',))",0.909365558912,0.0120961260248,1.00273197891
34,"(('pioglitazone - Steady', 'gender - Female', 'race - Caucasian'), ('readmitted - 1',))",0.897404202719,0.0291753737341,0.989542525833
35,"(('gender - Male', 'age - [70-80)', 'glyburide - Steady'), ('readmitted - 1',))",0.89336492891,0.0151502973798,0.985088531528
